microsoft excel,2
visual merchandising,2
customer service,2
store management,2
inventory control,2
loss prevention,2
inventory management,2
retail,2
microsoft office,2
gestion stocks,1
hiring,1
gestion magasin,1
prevention pertes,1
profit,1
coaching,1
merchandising,1
team leadership,1
income statement,1
service client,1
leadership,1
planograms,1
commerce,1
employee engagement,1
leadership equipe,1
powerpoint,1
team building,1
microsoft word,1
