15 offres,tfidf
ouverture esprit,6.03122075724
developpement commercial,3.56460459181
service client,3.28472179185
esprit equipe,3.27430186765
gestion patrimoine,2.21452690174
sens analyse,2.18819796301
gestion portefeuille,2.16544738791
capacite ecoute,2.09348320901
sens responsabilites,1.67201268545
travail equipe,1.14806785929
