28 offres,tfidf
capacite travailler pression,10.4209656662
esprit analyse synthese,5.89205931129
written oral communication,3.84877157644
power point outlook,3.41864688439
word power point,3.25514475264
maitrise suite office,2.49142321768
communication orale ecrite,2.12893055409
capacite travailler equipe,1.80465413481
