13 offres,tfidf
sens responsabilites,6.68805074182
relation clients,6.53429290833
developpement commercial,3.56460459181
travail equipe,3.44420357787
gestion risques,2.20760266235
base donnees,1.8079867213
esprit equipe,1.09143395588
